Date,State,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-30,andhrapradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,N/A
2024-05-30,andhrapradesh,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-30,andhrapradesh,Spinach,15,17 - 19,18 - 25,1kg,N/A
2024-05-30,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,andhrapradesh,Onion Big,31,36 - 39,37 - 51,1kg,N/A
2024-05-31,andhrapradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,andhrapradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-31,andhrapradesh,Green Chilli,65,75 - 83,78 - 107,1kg,N/A
2024-05-31,andhrapradesh,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-05-31,andhrapradesh,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-31,andhrapradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-31,andhrapradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-31,andhrapradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-31,andhrapradesh,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-31,andhrapradesh,Baby Corn,62,71 - 79,74 - 102,1kg,N/A
2024-05-31,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-05-31,andhrapradesh,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-05-31,andhrapradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,andhrapradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,andhrapradesh,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-05-31,andhrapradesh,Broad Beans,70,81 - 89,84 - 116,1kg,N/A
2024-05-31,andhrapradesh,Cabbage,32,37 - 41,38 - 53,1kg,N/A
2024-05-31,andhrapradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-05-31,andhrapradesh,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,andhrapradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-31,andhrapradesh,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,andhrapradesh,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,andhrapradesh,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-05-31,andhrapradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-05-31,andhrapradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,andhrapradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,andhrapradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,andhrapradesh,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-31,andhrapradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,andhrapradesh,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-05-31,andhrapradesh,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-05-31,andhrapradesh,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,andhrapradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,andhrapradesh,French Beans,170,196 - 216,204 - 281,1kg,N/A
2024-05-31,andhrapradesh,Garlic,258,297 - 328,310 - 426,1kg,N/A
2024-05-31,andhrapradesh,Ginger,128,147 - 163,154 - 211,1kg,N/A
2024-05-31,andhrapradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-05-31,andhrapradesh,Green Peas,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,andhrapradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,andhrapradesh,Lemon (Lime),104,120 - 132,125 - 172,1kg,N/A
2024-05-31,andhrapradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-05-31,andhrapradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-31,andhrapradesh,Mushroom,89,102 - 113,107 - 147,1kg,N/A
2024-05-31,andhrapradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-05-31,andhrapradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-05-31,andhrapradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-31,andhrapradesh,Radish,31,36 - 39,37 - 51,1kg,N/A
2024-05-31,andhrapradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,andhrapradesh,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-05-31,andhrapradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,andhrapradesh,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,andhrapradesh,Spinach,15,17 - 19,18 - 25,1kg,N/A
2024-05-31,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,andhrapradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,andhrapradesh,Onion Small,38,44 - 48,46 - 63,1kg,N/A
2024-06-01,andhrapradesh,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,andhrapradesh,Green Chilli,89,102 - 113,107 - 147,1kg,N/A
2024-06-01,andhrapradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,andhrapradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-01,andhrapradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-01,andhrapradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-01,andhrapradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-01,andhrapradesh,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,andhrapradesh,Baby Corn,58,67 - 74,70 - 96,1kg,N/A
2024-06-01,andhrapradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-01,andhrapradesh,Capsicum,47,54 - 60,56 - 78,1kg,N/A
2024-06-01,andhrapradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,andhrapradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,andhrapradesh,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-01,andhrapradesh,Broad Beans,70,81 - 89,84 - 116,1kg,N/A
2024-06-01,andhrapradesh,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,andhrapradesh,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-01,andhrapradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-06-01,andhrapradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,andhrapradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-01,andhrapradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-01,andhrapradesh,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,andhrapradesh,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-01,andhrapradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,andhrapradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,andhrapradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,andhrapradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-01,andhrapradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,andhrapradesh,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,andhrapradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,N/A
2024-06-01,andhrapradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-01,andhrapradesh,French Beans,182,209 - 231,218 - 300,1kg,N/A
2024-06-01,andhrapradesh,Garlic,251,289 - 319,301 - 414,1kg,N/A
2024-06-01,andhrapradesh,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-06-01,andhrapradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-01,andhrapradesh,Green Peas,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,andhrapradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-06-01,andhrapradesh,Lemon (Lime),104,120 - 132,125 - 172,1kg,N/A
2024-06-01,andhrapradesh,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-06-01,andhrapradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-01,andhrapradesh,Mushroom,91,105 - 116,109 - 150,1kg,N/A
2024-06-01,andhrapradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-01,andhrapradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-01,andhrapradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-06-01,andhrapradesh,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,andhrapradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,andhrapradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-06-01,andhrapradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,andhrapradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-01,andhrapradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-01,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,andhrapradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,andhrapradesh,Onion Small,38,44 - 48,46 - 63,1kg,N/A
2024-06-02,andhrapradesh,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,andhrapradesh,Green Chilli,89,102 - 113,107 - 147,1kg,N/A
2024-06-02,andhrapradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,andhrapradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-02,andhrapradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-02,andhrapradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-02,andhrapradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-02,andhrapradesh,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,andhrapradesh,Baby Corn,58,67 - 74,70 - 96,1kg,N/A
2024-06-02,andhrapradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-02,andhrapradesh,Capsicum,47,54 - 60,56 - 78,1kg,N/A
2024-06-02,andhrapradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,andhrapradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,andhrapradesh,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-02,andhrapradesh,Broad Beans,70,81 - 89,84 - 116,1kg,N/A
2024-06-02,andhrapradesh,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,andhrapradesh,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-02,andhrapradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-06-02,andhrapradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,andhrapradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-02,andhrapradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-02,andhrapradesh,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,andhrapradesh,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-02,andhrapradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,andhrapradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,andhrapradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,andhrapradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-02,andhrapradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,andhrapradesh,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,andhrapradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,N/A
2024-06-02,andhrapradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-02,andhrapradesh,French Beans,182,209 - 231,218 - 300,1kg,N/A
2024-06-02,andhrapradesh,Garlic,251,289 - 319,301 - 414,1kg,N/A
2024-06-02,andhrapradesh,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-06-02,andhrapradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-02,andhrapradesh,Green Peas,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,andhrapradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-06-02,andhrapradesh,Lemon (Lime),104,120 - 132,125 - 172,1kg,N/A
2024-06-02,andhrapradesh,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-06-02,andhrapradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-02,andhrapradesh,Mushroom,91,105 - 116,109 - 150,1kg,N/A
2024-06-02,andhrapradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-02,andhrapradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-02,andhrapradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-06-02,andhrapradesh,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,andhrapradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,andhrapradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-06-02,andhrapradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,andhrapradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-02,andhrapradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-02,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-03,andhrapradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,andhrapradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,andhrapradesh,Tomato,23,26 - 29,28 - 38,1kg,N/A
2024-06-03,andhrapradesh,Green Chilli,88,101 - 112,106 - 145,1kg,N/A
2024-06-03,andhrapradesh,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-03,andhrapradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-03,andhrapradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,andhrapradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-03,andhrapradesh,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-06-03,andhrapradesh,Baby Corn,51,59 - 65,61 - 84,1kg,N/A
2024-06-03,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-03,andhrapradesh,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-06-03,andhrapradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,andhrapradesh,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,andhrapradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-06-03,andhrapradesh,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-03,andhrapradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,andhrapradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-06-03,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-03,andhrapradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-03,andhrapradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,andhrapradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-03,andhrapradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-06-03,andhrapradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-03,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,andhrapradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,andhrapradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-06-03,andhrapradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-03,andhrapradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-03,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,andhrapradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-03,andhrapradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-06-03,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-03,andhrapradesh,French Beans,168,193 - 213,202 - 277,1kg,N/A
2024-06-03,andhrapradesh,Garlic,275,316 - 349,330 - 454,1kg,N/A
2024-06-03,andhrapradesh,Ginger,136,156 - 173,163 - 224,1kg,N/A
2024-06-03,andhrapradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-03,andhrapradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-03,andhrapradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-06-03,andhrapradesh,Lemon (Lime),95,109 - 121,114 - 157,1kg,N/A
2024-06-03,andhrapradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-03,andhrapradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-03,andhrapradesh,Mushroom,76,87 - 97,91 - 125,1kg,N/A
2024-06-03,andhrapradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,andhrapradesh,Ladies Finger,42,48 - 53,50 - 69,1kg,N/A
2024-06-03,andhrapradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-06-03,andhrapradesh,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,andhrapradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,andhrapradesh,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,N/A
2024-06-03,andhrapradesh,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,andhrapradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,andhrapradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,andhrapradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,andhrapradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,andhrapradesh,Tomato,23,26 - 29,28 - 38,1kg,N/A
2024-06-04,andhrapradesh,Green Chilli,88,101 - 112,106 - 145,1kg,N/A
2024-06-04,andhrapradesh,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-04,andhrapradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-04,andhrapradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,andhrapradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-04,andhrapradesh,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-06-04,andhrapradesh,Baby Corn,51,59 - 65,61 - 84,1kg,N/A
2024-06-04,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-04,andhrapradesh,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-06-04,andhrapradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,andhrapradesh,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,andhrapradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-06-04,andhrapradesh,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-04,andhrapradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,andhrapradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-06-04,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-04,andhrapradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-04,andhrapradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,andhrapradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-04,andhrapradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-06-04,andhrapradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-04,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,andhrapradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,andhrapradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-06-04,andhrapradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-04,andhrapradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,andhrapradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-04,andhrapradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-06-04,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-04,andhrapradesh,French Beans,168,193 - 213,202 - 277,1kg,N/A
2024-06-04,andhrapradesh,Garlic,275,316 - 349,330 - 454,1kg,N/A
2024-06-04,andhrapradesh,Ginger,136,156 - 173,163 - 224,1kg,N/A
2024-06-04,andhrapradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-04,andhrapradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-04,andhrapradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-06-04,andhrapradesh,Lemon (Lime),95,109 - 121,114 - 157,1kg,N/A
2024-06-04,andhrapradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-04,andhrapradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-04,andhrapradesh,Mushroom,76,87 - 97,91 - 125,1kg,N/A
2024-06-04,andhrapradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,andhrapradesh,Ladies Finger,42,48 - 53,50 - 69,1kg,N/A
2024-06-04,andhrapradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-06-04,andhrapradesh,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,andhrapradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,andhrapradesh,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,N/A
2024-06-04,andhrapradesh,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-06-04,andhrapradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,andhrapradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-05,andhrapradesh,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,andhrapradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,andhrapradesh,Tomato,23,26 - 29,28 - 38,1kg,N/A
2024-06-05,andhrapradesh,Green Chilli,88,101 - 112,106 - 145,1kg,N/A
2024-06-05,andhrapradesh,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-05,andhrapradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-05,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-05,andhrapradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-05,andhrapradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-05,andhrapradesh,Ash gourd,22,25 - 28,26 - 36,1kg,N/A
2024-06-05,andhrapradesh,Baby Corn,51,59 - 65,61 - 84,1kg,N/A
2024-06-05,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-05,andhrapradesh,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-06-05,andhrapradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,andhrapradesh,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-05,andhrapradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-06-05,andhrapradesh,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-05,andhrapradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-05,andhrapradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-06-05,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-05,andhrapradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-05,andhrapradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-05,andhrapradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-05,andhrapradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-06-05,andhrapradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-05,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-05,andhrapradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-05,andhrapradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-06-05,andhrapradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-05,andhrapradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-05,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,andhrapradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-05,andhrapradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-06-05,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-05,andhrapradesh,French Beans,168,193 - 213,202 - 277,1kg,N/A
2024-06-05,andhrapradesh,Garlic,275,316 - 349,330 - 454,1kg,N/A
2024-06-05,andhrapradesh,Ginger,136,156 - 173,163 - 224,1kg,N/A
2024-06-05,andhrapradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-05,andhrapradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-05,andhrapradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-06-05,andhrapradesh,Lemon (Lime),95,109 - 121,114 - 157,1kg,N/A
